307, 960, 166
-510, 274, 784
-857, -106, -209
-755, -111, -993
-562, 584, -658
-296, -863, 863
-773, 476, -668
-713, 687, 349
-121, 712, 292
-617, 792, 543
509, 547, 108
280, 713, 161
-767, -701, -185
-51, -583, -444
-164, 397, -784
291, 27, 367
-132, -908, -947
-394, -840, 53
950, -793, 722
273, 344, 89
-809, -973, -752
916, 349, 135
626, 670, 23
-496, -729, -344
776, -84, -9
-621, -597, 947
-310, -131, 300
-280, -597, -790
780, 633, 910
71, 892, 110
-786, 209, -719
931, -778, -788
-938, 494, 698
409, -812, 513
-524, 972, 750
-274, -267, -722
-159, 908, 610
541, 423, -292
934, -175, 854
14, 922, -656
-146, -854, -253
736, 807, -98
-733, 779, -506
-941, 310, 268
259, 364, 23
-454, 353, 595
-117, -254, -351
-932, 219, -587
490, -6, 556
335, 225, 44
891, 998, -677
-771, 749, 726
555, 727, -62
-763, -53, -971
13, -227, -194
-335, 877, -864
673, 652, -121
219, 303, 629
528, 382, 931
653, 580, -78
-980, -266, -701
-971, -909, -689
589, 698, 147
510, -66, -997
876, 660, 369
-354, 275, 436
693, 881, -198
577, 234, 366
983, 879, -822
-423, -334, -239
-267, -178, -940
580, 573, 377
-284, -367, 150
640, -70, 889
654, 16, 909
642, -443, 637
916, -424, 183
-691, 538, 751
916, 805, -856
-348, -768, 47
-304, 71, 15
-576, -825, 72
135, -429, -611
772, 264, 726
747, -800, 805
466, 601, 405
0, 477, 12
-82, -217, 364
-140, 438, -188
-466, 252, -709
-829, 754, -484
146, 999, 566
-996, -361, -92
786, 627, 293
-978, 302, -53
806, -723, 873
-963, -546, 960
-91, -396, 440
-955, 678, -966
49, 902, -85
-951, -433, -93
-960, -950, -793
201, -280, -540
-866, 419, 872
-928, -433, 67
821, 767, 990
432, -969, 895
-783, 514, -438
-636, 230, -284
-823, -781, 937
-975, 993, -113
-213, -45, 768
933, -228, 864
626, -493, -279
936, -678, -99
-561, -491, 89
-156, 88, 149
122, 411, -680
-915, -715, 112
-170, 141, -177
286, -83, -384
181, 632, 185
452, 18, 455
-842, 589, 231
-863, -590, 257
-42, 581, -328
-431, 53, 916
470, -571, -30
464, -728, 982
-649, 688, -792
-880, 597, 24
-829, 962, -266
194, -733, -828
-276, -30, -308
-732, -849, -716
681, -154, 902
821, -743, 528
-187, 930, 612
-439, -119, 82
-640, 744, -276
-303, -753, -694
890, -16, 585
-586, 170, 418
349, -726, -125
733, 611, -676
549, 942, 931
-529, 152, 511
-118, -282, -691
16, -109, -640
36, 464, 225
71, -498, -335
-662, -8, 715
-761, -417, -169
885, -514, -256
524, 532, -535
-65, 996, -130
670, 477, 380
718, 815, -737
-182, -602, 607
-303, -853, 255
672, -858, 333
-576, 51, -698
-193, 350, 513
-631, 497, 514
-951, -671, 634
-499, -518, -227
-143, -295, -163
301, 390, 903
985, 298, 412
-262, 440, -282
-984, -354, 949
-100, -984, 48
667, 969, -51
-256, -592, -268
-538, -702, 877
-540, -5, -934
400, -545, -913
-337, -873, 750
-722, -706, 191
-319, 510, -473
89, -65, -257
438, -272, 204
-833, -280, 162
-395, 927, -600
27, 643, 515
177, 723, 731
119, -393, -108
852, 999, -397
305, -405, 215
775, -603, 571
-132, -313, 428
-65, -595, -560
-684, 578, -185
-769, -380, -868
232, 330, -42
-927, 431, 315
714, -548, 773
-899, 690, -616
-567, -231, -665
114, 741, 742
-294, -80, -991
-621, -366, -909
320, 714, -641
686, 7, 745
895, 336, 14
778, 916, 709
870, 51, 809
827, -174, 938
-626, 945, -237
266, -681, 809
589, -285, -424
-591, 543, 785
-272, 569, -857
-225, -928, 623
-750, 61, -730
-980, -258, -214
-262, -263, -727
-243, 367, 672
409, -758, 626
93, 224, 788
-325, 897, -390
389, 345, 409
207, -31, -397
-554, 188, 437
-984, -171, 930
465, 366, -441
-163, -360, 919
-418, 444, 975
-301, 112, -279
-678, 766, -273
-587, -449, -372
341, -191, 416
-734, 293, 861
611, -569, 194
920, -80, 526
-853, -278, 333
-109, -439, -391
738, 74, 354
-319, -682, 510
330, 429, 427
-892, 952, 265
-187, 463, -136
177, 189, -425
-705, 21, 591
-75, 310, -698
-678, 965, 350
622, 408, 610
-78, -619, -488
820, -895, -398
792, -54, 233
-684, -682, -554
79, -490, -754
-354, -846, -728
838, 16, -14
789, -309, 740
377, -534, 104
859, 828, -735
-43, -204, 790
-213, -852, -271
-961, -96, 706
109, -98, -15
291, -812, -584
-217, 782, 875
-867, -596, -588
347, -921, 25
-220, 911, -423
-451, 324, -778
-577, 197, -340
-245, 186, 80
-445, 975, -144
128, -684, 635
611, 311, -592
-911, 363, -162
-619, 410, -986
762, 179, -444
720, 447, 98
296, -779, 105
-137, 511, 97
343, 834, 923
202, -431, 810
-422, 699, -181
407, 176, 490
-15, -458, 820
238, 327, 350
909, -418, 603
-293, -604, 435
988, -67, 807
982, 18, 171
803, -793, -485
-262, 865, 285
221, 206, 174
-108, -37, 422
-894, -790, -937
-140, 928, 256
339, 337, 89
-65, 380, 884
887, -571, -3
237, 227, 758
-513, 854, -746
-417, 695, 789
921, 104, -444
687, -801, 219
326, 177, -945
-836, -269, -800
523, 638, 627
578, -977, 458
714, 490, -690
923, 708, 984
-811, 558, -154
-202, -962, -231
-674, -923, 47
-465, -669, 814
-577, 689, 347
176, -52, -782
796, -821, 673
-531, 326, 35
141, -369, -810
-176, -156, -742
-913, 746, -905
-310, 44, 333
-13, -350, 687
911, -474, 345
95, 627, 123
-919, 980, 162
-29, -851, -868
947, 527, 672
-781, 99, -875
-463, -999, 870
251, -915, -300
-904, 615, -229
681, 365, -9
816, 949, -434
-554, -363, 280
-798, 903, -503
485, 823, 938
538, -386, -359
-47, -482, 534
-790, -497, -229
-751, 797, -552
302, -595, 271
-891, -627, -475
-328, 226, -810
-579, 561, -989
24, -190, -263
174, -394, 348
145, 213, 186
300, 672, 814
-959, 63, 210
825, 104, -348
-90, -329, 488
359, -328, 532
891, -110, 285
522, 560, 798
198, 785, 588
168, -346, 462
-468, -678, -66
561, -445, 949
776, 985, 700
-357, 503, 535
-598, -714, -107
-214, -494, -20
259, 249, -646
110, -207, 354
-554, 507, -923
-184, 755, -422
361, 260, -597
470, 978, 628
-374, -685, 83
225, 485, -595
145, 975, -435
-998, -602, 93
-515, -466, 701
-333, 354, 39
730, 84, 225
173, -387, -642
-680, -572, 221
-265, 300, 787
-810, 815, -918
628, 639, 548
-86, -36, 789
768, -79, -696
-878, -575, -959
256, 117, -906
-893, 962, 172
-256, 238, -780
539, -946, -895
545, 132, -923
-183, 538, 998
-97, -738, 561
-351, -579, -477
324, -496, 26
982, 467, 334
940, 275, 845
620, -236, -799
-832, 852, 697
-293, -949, -759
-860, -615, -794
633, -484, 219
-107, 396, -462
-659, -397, 378
41, -272, -316
484, -75, -937
-759, -936, 975
973, 174, -476
619, -570, 546
103, 49, 817
-403, 500, 393
-583, -979, 91
-879, 624, -184
-925, 351, 77
882, -602, -353
531, -284, -927
-96, -750, 581
-860, -961, 261
-125, 923, -499
579, 719, -551
995, 484, 450
-260, 878, 309
580, -927, -601
-270, 358, 653
-116, -878, -533
-710, -671, -15
241, -142, -224
231, -282, 126
-80, 837, -923
-858, 71, -195
882, -723, 652
178, -20, -511
918, -450, 237
-277, -340, 524
-359, 536, 636
166, 350, 720
-814, -459, 659
296, -627, 992
-485, -249, 405
851, 755, -784
-127, 100, -96
-838, -319, 465
725, -977, 693
946, -292, -410
190, 497, 283
-67, -709, -672
404, 505, -101
489, 474, -404
993, -633, -528
-33, 384, 913
-761, -534, -844
-57, 578, 136
706, 947, 93
496, 308, 416
812, -17, 856
734, 132, 943
